112|212|42436|42547|42647
42436|1|1|1|2|7|3
42437|2|2|1|3|8|3
42438|3|3|1|4|9|3
42439|4|4|1|5|10|3
42440|5|5|1|6|11|3
42441|6|6|1|7|12|3
42442|7|7|1|1|13|3
42443|8|8|1|2|14|3
42444|9|9|1|3|15|3
42445|10|10|1|4|16|3
42446|11|11|1|5|17|3
42447|12|12|1|6|18|3
42448|13|13|1|7|19|3
42449|14|14|1|1|20|3
42450|15|15|1|2|21|3
42451|16|16|1|3|22|3
42452|17|17|1|4|23|3
42453|18|18|1|5|24|3
42454|19|19|1|6|25|3
42455|20|20|1|7|26|3
42456|21|21|1|1|27|3
42457|22|22|1|2|28|3
42458|23|23|1|3|29|3
42459|24|24|1|4|30|3
42460|25|25|1|5|31|3
42461|26|26|2|6|1|4
42462|27|27|2|7|2|4
42463|28|28|2|1|3|4
42464|29|29|2|2|4|4
42465|30|30|2|3|5|4
42466|31|31|2|4|6|4
42467|32|32|2|5|7|4
42468|33|33|2|6|8|4
42469|34|34|2|7|9|4
42470|35|35|2|1|10|4
42471|36|36|2|2|11|4
42472|37|37|2|3|12|4
42473|38|38|2|4|13|4
42474|39|39|2|5|14|4
42475|40|40|2|6|15|4
42476|41|41|2|7|16|4
42477|42|42|2|1|17|4
42478|43|43|2|2|18|4
42479|44|44|2|3|19|4
42480|45|45|2|4|20|4
42481|46|46|2|5|21|4
42482|47|47|2|6|22|4
42483|48|48|2|7|23|4
42484|49|49|2|1|24|4
42485|50|50|2|2|25|4
42486|51|51|2|3|26|4
42487|52|52|2|4|27|4
42488|53|53|2|5|28|4
42489|54|54|2|6|29|4
42490|55|55|2|7|30|4
42491|56|56|3|1|1|5
42492|57|57|3|2|2|5
42493|58|58|3|3|3|5
42494|59|59|3|4|4|5
42495|60|60|3|5|5|5
42496|61|61|3|6|6|5
42497|62|62|3|7|7|5
42498|63|63|3|1|8|5
42499|64|64|3|2|9|5
42500|65|65|3|3|10|5
42501|66|66|3|4|11|5
42502|67|67|3|5|12|5
42503|68|68|3|6|13|5
42504|69|69|3|7|14|5
42505|70|70|3|1|15|5
42506|71|71|3|2|16|5
42507|72|72|3|3|17|5
42508|73|73|3|4|18|5
42509|74|74|3|5|19|5
42510|75|75|3|6|20|5
42511|76|76|3|7|21|5
42512|77|77|3|1|22|5
42513|78|78|3|2|23|5
42514|79|79|3|3|24|5
42515|80|80|3|4|25|5
42516|81|81|3|5|26|5
42517|82|82|3|6|27|5
42518|83|83|3|7|28|5
42519|84|84|3|1|29|5
42520|85|85|3|2|30|5
42521|86|86|3|3|31|5
42522|87|87|4|4|1|6
42523|88|88|4|5|2|6
42524|89|89|4|6|3|6
42525|90|90|4|7|4|6
42526|91|91|4|1|5|6
42527|92|92|4|2|6|6
42528|93|93|4|3|7|6
42529|94|94|4|4|8|6
42530|95|95|4|5|9|6
42531|96|96|4|6|10|6
42532|97|97|4|7|11|6
42533|98|98|4|1|12|6
42534|99|99|4|2|13|6
42535|100|100|4|3|14|6
42536|101|101|4|4|15|6
42537|102|102|4|5|16|6
42538|103|103|4|6|17|6
42539|104|104|4|7|18|6
42540|105|105|4|1|19|6
42541|106|106|4|2|20|6
42542|107|107|4|3|21|6
42543|108|108|4|4|22|6
42544|109|109|4|5|23|6
42545|110|110|4|6|24|6
42546|111|111|4|7|25|6
42547|112|112|4|1|26|6
42548|113|113|4|2|27|6
42549|114|114|4|3|28|6
42550|115|115|4|4|29|6
42551|116|116|4|5|30|6
42552|117|117|5|6|1|7
42553|118|118|5|7|2|7
42554|119|119|5|1|3|7
42555|120|120|5|2|4|7
42556|121|121|5|3|5|7
42557|122|122|5|4|6|7
42558|123|123|5|5|7|7
42559|124|124|5|6|8|7
42560|125|125|5|7|9|7
42561|126|126|5|1|10|7
42562|127|127|5|2|11|7
42563|128|128|5|3|12|7
42564|129|129|5|4|13|7
42565|130|130|5|5|14|7
42566|131|131|5|6|15|7
42567|132|132|5|7|16|7
42568|133|133|5|1|17|7
42569|134|134|5|2|18|7
42570|135|135|5|3|19|7
42571|136|136|5|4|20|7
42572|137|137|5|5|21|7
42573|138|138|5|6|22|7
42574|139|139|5|7|23|7
42575|140|140|5|1|24|7
42576|141|141|5|2|25|7
42577|142|142|5|3|26|7
42578|143|143|5|4|27|7
42579|144|144|5|5|28|7
42580|145|145|5|6|29|7
42581|146|146|5|7|30|7
42582|147|147|5|1|31|7
42583|148|148|6|2|1|8
42584|149|149|6|3|2|8
42585|150|150|6|4|3|8
42586|151|151|6|5|4|8
42587|152|152|6|6|5|8
42588|153|153|6|7|6|8
42589|154|154|6|1|7|8
42590|155|155|6|2|8|8
42591|156|156|6|3|9|8
42592|157|157|6|4|10|8
42593|158|158|6|5|11|8
42594|159|159|6|6|12|8
42595|160|160|6|7|13|8
42596|161|161|6|1|14|8
42597|162|162|6|2|15|8
42598|163|163|6|3|16|8
42599|164|164|6|4|17|8
42600|165|165|6|5|18|8
42601|166|166|6|6|19|8
42602|167|167|6|7|20|8
42603|168|168|6|1|21|8
42604|169|169|6|2|22|8
42605|170|170|6|3|23|8
42606|171|171|6|4|24|8
42607|172|172|6|5|25|8
42608|173|173|6|6|26|8
42609|174|174|6|7|27|8
42610|175|175|6|1|28|8
42611|176|176|6|2|29|8
42612|177|177|6|3|30|8
42613|178|178|6|4|31|8
42614|179|179|7|5|1|9
42615|180|180|7|6|2|9
42616|181|181|7|7|3|9
42617|182|182|7|1|4|9
42618|183|183|7|2|5|9
42619|184|184|7|3|6|9
42620|185|185|7|4|7|9
42621|186|186|7|5|8|9
42622|187|187|7|6|9|9
42623|188|188|7|7|10|9
42624|189|189|7|1|11|9
42625|190|190|7|2|12|9
42626|191|191|7|3|13|9
42627|192|192|7|4|14|9
42628|193|193|7|5|15|9
42629|194|194|7|6|16|9
42630|195|195|7|7|17|9
42631|196|196|7|1|18|9
42632|197|197|7|2|19|9
42633|198|198|7|3|20|9
42634|199|199|7|4|21|9
42635|200|200|7|5|22|9
42636|201|201|7|6|23|9
42637|202|202|7|7|24|9
42638|203|203|7|1|25|9
42639|204|204|7|2|26|9
42640|205|205|7|3|27|9
42641|206|206|7|4|28|9
42642|207|207|7|5|29|9
42643|208|208|7|6|30|9
42644|209|209|8|7|1|10
42645|210|210|8|1|2|10
42646|211|211|8|2|3|10
42647|212|212|8|3|4|10
